iter	Passed	Remaining
1666	71443	35700
1667	71487	35657
1668	71530	35615
1669	71565	35568
1670	71601	35522
1671	71639	35476
1672	71676	35431
1673	71724	35391
1674	71767	35348
1675	71805	35302
1676	71839	35255
1677	71873	35208
1678	71919	35167
1679	71968	35127
1680	72024	35090
1681	72064	35046
1682	72106	35003
1683	72146	34959
1684	72194	34918
1685	72245	34880
1686	72283	34834
1687	72322	34790
1688	72359	34744
1689	72399	34700
1690	72444	34658
1691	72487	34615
1692	72528	34572
1693	72567	34527
1694	72612	34485
1695	72672	34450
1696	72714	34407
1697	72756	34364
1698	72795	34319
1699	72844	34279
1700	72887	34237
1701	72930	34194
1702	72970	34149
1703	73008	34104
1704	73043	34058
1705	73088	34016
1706	73133	33974
1707	73170	33929
1708	73206	33883
1709	73242	33837
1710	73281	33792
1711	73327	33751
1712	73367	33707
1713	73404	33661
1714	73439	33615
1715	73475	33569
1716	73513	33524
1717	73562	33484
1718	73601	33439
1719	73641	33395
1720	73680	33350
1721	73718	33306
1722	73755	33260
1723	73809	33223
1724	73846	33177
1725	73894	33137
1726	73936	33093
1727	73975	33049
1728	74009	33002
1729	74057	32962
1730	74094	32916
1731	74129	32870
1732	74165	32824
1733	74199	32777
1734	74236	32732
1735	74283	32691
1736	74322	32647
1737	74359	32601
1738	74395	32555
1739	74430	32509
1740	74472	32466
1741	74525	32428
1742	74568	32385
1743	74611	32343
1744	74647	32297
1745	74685	32252
1746	74720	32206
1747	74779	32170
1748	74828	32130
1749	74892	32096
1750	74952	32061
1751	75017	32028
1752	75072	31990
1753	75119	31949
1754	75175	31912
1755	75233	31875
1756	75281	31835
1757	75327	31793
1758	75373	31752
1759	75421	31711
1760	75468	31669
1761	75513	31628
1762	75550	31582
1763	75586	31537
1764	75628	31494
1765	75683	31456
1766	75734	31416
1767	75772	31371
1768	75812	31327
1769	75868	31290
1770	75910	31246
1771	75947	31201
1772	75983	31156
1773	76019	31110
1774	76059	31066
1775	76113	31028
1776	76151	30983
1777	76188	30938
1778	76229	30894
1779	76273	30852
1780	76310	30807
1781	76361	30767
1782	76405	30724
1783	76448	30682
1784	76502	30643
1785	76548	30602
1786	76603	30564
1787	76652	30523
1788	76698	30482
1789	76749	30442
1790	76792	30399
1791	76835	30356
1792	76879	30314
1793	76929	30274
1794	76985	30236
1795	77056	30204
1796	77104	30164
1797	77143	30119
1798	77180	30074
1799	77217	30028
1800	77258	29985
1801	77303	29943
1802	77346	29900
1803	77386	29856
1804	77425	29812
1805	77464	29767
1806	77504	29723
1807	77552	29682
1808	77595	29639
1809	77636	29596
1810	77673	29551
1811	77712	29506
1812	77751	29462
1813	77796	29420
1814	77841	29378
1815	77881	29334
1816	77918	29289
1817	77961	29246
1818	77997	29200
1819	78053	29163
1820	78094	29119
1821	78131	29074
1822	78169	29029
1823	78207	28984
1824	78256	28944
1825	78304	28903
1826	78342	28858
1827	78380	28813
1828	78417	28768
1829	78456	28724
1830	78501	28682
1831	78546	28640
1832	78584	28595
1833	78624	28551
1834	78665	28508
1835	78713	28467
1836	78749	28421
1837	78782	28375
1838	78822	28331
1839	78859	28286
1840	78904	28244
1841	78949	28202
1842	78984	28156
1843	79022	28112
1844	79062	28068
1845	79096	28022
1846	79141	27980
1847	79183	27936
1848	79217	27891
1849	79255	27846
1850	79292	27801
1851	79332	27757
1852	79378	27716
1853	79420	27672
1854	79455	27627
1855	79492	27582
1856	79532	27538
1857	79580	27497
1858	79620	27453
1859	79662	27410
1860	79697	27365
1861	79737	27321
1862	79780	27278
1863	79841	27241
1864	79883	27199
1865	79926	27156
1866	79967	27112
1867	80005	27068
1868	80037	27021
1869	80087	26981
1870	80129	26938
1871	80165	26893
1872	80202	26848
1873	80239	26803
1874	80276	26758
1875	80334	26720
1876	80373	26676
1877	80409	26631
1878	80445	26586
1879	80490	26544
1880	80525	26499
1881	80579	26460
1882	80614	26414
1883	80655	26371
1884	80694	26327
1885	80729	26281
1886	80763	26236
1887	80815	26196
1888	80851	26151
1889	80890	26107
1890	80926	26062
1891	80959	26016
1892	80993	25970
1893	81042	25930
1894	81079	25885
1895	81117	25841
1896	81155	25796
1897	81195	25753
1898	81229	25707
1899	81283	25668
1900	81325	25625
1901	81361	25580
1902	81400	25536
1903	81437	25491
1904	81476	25447
1905	81527	25407
1906	81571	25365
1907	81607	25320
1908	81647	25276
1909	81683	25231
1910	81718	25187
1911	81766	25145
1912	81800	25100
1913	81839	25056
1914	81875	25011
1915	81914	24967
1916	81955	24924
1917	82006	24884
1918	82055	24843
1919	82101	24801
1920	82141	24757
1921	82183	24715
1922	82243	24677
1923	82291	24636
1924	82327	24591
1925	82366	24547
1926	82402	24502
1927	82437	24457
1928	82485	24416
1929	82525	24372
1930	82564	24328
1931	82598	24283
1932	82632	24238
1933	82665	24192
1934	82715	24152
1935	82757	24109
1936	82795	24065
1937	82830	24020
1938	82867	23975
1939	82905	23931
1940	82964	23893
1941	83010	23851
1942	83045	23806
1943	83084	23762
1944	83121	23718
1945	83156	23673
1946	83202	23631
1947	83237	23586
1948	83271	23541
1949	83309	23497
1950	83345	23453
1951	83380	23407
1952	83427	23366
1953	83468	23323
1954	83506	23279
1955	83546	23235
1956	83580	23190
1957	83632	23150
1958	83680	23109
1959	83720	23065
1960	83761	23022
1961	83800	22978
1962	83838	22935
1963	83876	22891
1964	83932	22851
1965	83978	22810
1966	84017	22766
1967	84056	22722
1968	84096	22679
1969	84133	22634
1970	84180	22593
1971	84226	22551
1972	84264	22507
1973	84306	22464
1974	84347	22421
1975	84387	22377
1976	84441	22338
1977	84497	22299
1978	84539	22256
1979	84574	22211
1980	84612	22167
1981	84651	22123
1982	84702	22083
1983	84745	22040
1984	84779	21995
1985	84814	21951
1986	84855	21907
1987	84901	21866
1988	84937	21821
1989	84975	21777
1990	85013	21733
1991	85049	21689
1992	85095	21647
1993	85137	21604
1994	85173	21560
1995	85207	21515
1996	85242	21470
1997	85290	21429
1998	85332	21386
1999	85372	21343
2000	85407	21298
2001	85442	21253
2002	85481	21210
2003	85527	21168
2004	85567	21125
2005	85606	21081
2006	85647	21038
2007	85684	20994
2008	85721	20950
2009	85770	20909
2010	85808	20865
2011	85842	20820
2012	85880	20776
2013	85915	20732
2014	85951	20688
2015	85991	20644
2016	86050	20606
2017	86088	20562
2018	86124	20518
2019	86160	20473
2020	86194	20428
2021	86246	20388
2022	86283	20344
2023	86325	20301
2024	86364	20258
2025	86401	20214
2026	86449	20173
2027	86485	20128
2028	86522	20084
2029	86560	20041
2030	86596	19996
2031	86640	19954
2032	86686	19912
2033	86728	19869
2034	86765	19826
2035	86803	19782
2036	86842	19738
2037	86893	19698
2038	86933	19654
2039	86975	19612
2040	87011	19567
2041	87047	19523
2042	87082	19479
2043	87135	19439
2044	87173	19395
2045	87208	19351
2046	87245	19307
2047	87282	19263
2048	87322	19220
2049	87373	19179
2050	87413	19136
2051	87460	19094
2052	87499	19051
2053	87536	19007
2054	87581	18965
2055	87634	18925
2056	87678	18882
2057	87720	18839
2058	87753	18795
2059	87791	18751
2060	87829	18707
2061	87884	18668
2062	87922	18624
2063	87960	18580
2064	87995	18536
2065	88029	18492
2066	88080	18451
2067	88120	18408
2068	88155	18363
2069	88192	18320
2070	88229	18276
2071	88264	18232
2072	88313	18190
2073	88356	18148
2074	88395	18105
2075	88432	18061
2076	88473	18018
2077	88507	17974
2078	88551	17931
2079	88595	17889
2080	88631	17845
2081	88668	17801
2082	88709	17759
2083	88745	17714
2084	88796	17674
2085	88832	17630
2086	88866	17585
2087	88908	17543
2088	88945	17499
2089	88985	17456
2090	89033	17414
2091	89082	17373
2092	89123	17330
2093	89161	17287
2094	89198	17243
2095	89236	17200
2096	89291	17160
2097	89329	17116
2098	89369	17073
2099	89407	17030
2100	89440	16985
2101	89479	16942
2102	89527	16900
2103	89565	16857
2104	89606	16814
2105	89644	16771
2106	89687	16728
2107	89726	16685
2108	89778	16644
2109	89820	16601
2110	89858	16558
2111	89899	16515
2112	89945	16473
2113	89980	16429
2114	90027	16388
2115	90074	16346
2116	90112	16302
2117	90147	16258
2118	90182	16215
2119	90220	16171
2120	90270	16130
2121	90314	16088
2122	90350	16044
2123	90386	16000
2124	90423	15957
2125	90460	15913
2126	90510	15872
2127	90554	15829
2128	90589	15786
2129	90624	15742
2130	90659	15698
2131	90694	15654
2132	90736	15611
2133	90781	15569
2134	90817	15526
2135	90853	15482
2136	90886	15438
2137	90921	15394
2138	90974	15353
2139	91037	15314
2140	91074	15271
2141	91109	15227
2142	91144	15183
2143	91179	15139
2144	91225	15097
2145	91261	15054
2146	91302	15011
2147	91340	14968
2148	91375	14924
2149	91423	14882
2150	91469	14841
2151	91514	14798
2152	91553	14755
2153	91592	14712
2154	91630	14669
2155	91689	14629
2156	91726	14586
2157	91765	14542
2158	91800	14499
2159	91837	14455
2160	91874	14412
2161	91928	14371
2162	91966	14328
2163	92003	14285
2164	92038	14241
2165	92073	14197
2166	92111	14154
2167	92168	14114
2168	92208	14071
2169	92246	14028
2170	92284	13985
2171	92323	13941
2172	92361	13898
2173	92411	13857
2174	92449	13814
2175	92483	13770
2176	92522	13727
2177	92556	13683
2178	92593	13640
2179	92640	13598
2180	92683	13556
2181	92716	13512
2182	92750	13468
2183	92787	13425
2184	92823	13381
2185	92873	13340
2186	92910	13297
2187	92952	13254
2188	92985	13210
2189	93021	13167
2190	93057	13123
2191	93103	13082
2192	93145	13039
2193	93178	12995
2194	93212	12952
2195	93245	12908
2196	93280	12864
2197	93318	12821
2198	93370	12780
2199	93411	12737
2200	93448	12694
2201	93485	12651
2202	93522	12608
2203	93558	12565
2204	93612	12524
2205	93656	12481
2206	93703	12439
2207	93741	12396
2208	93778	12353
2209	93822	12311
2210	93880	12271
2211	93920	12228
2212	93959	12185
2213	93995	12142
2214	94034	12099
2215	94085	12057
2216	94123	12014
2217	94162	11971
2218	94196	11928
2219	94232	11885
2220	94281	11843
2221	94320	11800
2222	94355	11757
2223	94389	11713
2224	94427	11670
2225	94478	11629
2226	94518	11586
2227	94558	11543
2228	94598	11501
2229	94636	11458
2230	94672	11415
2231	94725	11373
2232	94767	11331
2233	94799	11287
2234	94833	11244
2235	94870	11201
2236	94907	11158
2237	94956	11116
2238	94998	11073
2239	95033	11030
2240	95070	10987
2241	95105	10944
2242	95141	10901
2243	95186	10859
2244	95226	10816
2245	95261	10773
2246	95299	10730
2247	95334	10686
2248	95372	10644
2249	95420	10602
2250	95467	10560
2251	95506	10517
2252	95544	10474
2253	95581	10431
2254	95621	10388
2255	95672	10347
2256	95717	10305
2257	95759	10262
2258	95793	10219
2259	95838	10177
2260	95881	10135
2261	95920	10092
2262	95957	10049
2263	95990	10006
2264	96029	9963
2265	96077	9921
2266	96124	9879
2267	96171	9837
2268	96216	9795
2269	96253	9752
2270	96289	9709
2271	96342	9668
2272	96385	9625
2273	96428	9583
2274	96466	9540
2275	96501	9497
2276	96554	9456
2277	96594	9413
2278	96632	9370
2279	96668	9327
2280	96702	9284
2281	96736	9241
2282	96783	9199
2283	96824	9156
2284	96862	9114
2285	96899	9071
2286	96934	9027
2287	96967	8984
2288	97017	8943
2289	97055	8900
2290	97093	8857
2291	97127	8814
2292	97164	8771
2293	97197	8728
2294	97245	8686
2295	97283	8643
2296	97321	8600
2297	97360	8558
2298	97395	8515
2299	97431	8472
2300	97483	8430
2301	97518	8387
2302	97554	8344
2303	97596	8302
2304	97645	8260
2305	97682	8217
2306	97736	8176
2307	97782	8134
2308	97818	8091
2309	97855	8048
2310	97889	8005
2311	97922	7962
2312	97980	7921
2313	98016	7878
2314	98053	7835
2315	98089	7792
2316	98129	7750
2317	98166	7707
2318	98219	7666
2319	98266	7624
2320	98305	7581
2321	98342	7538
2322	98381	7496
2323	98419	7453
2324	98478	7412
2325	98516	7369
2326	98553	7326
2327	98589	7284
2328	98623	7241
2329	98656	7198
2330	98706	7156
2331	98747	7113
2332	98781	7070
2333	98819	7028
2334	98855	6985
2335	98890	6942
2336	98945	6901
2337	98983	6858
2338	99020	6815
2339	99060	6773
2340	99097	6730
2341	99136	6688
2342	99178	6645
2343	99221	6603
2344	99258	6560
2345	99292	6517
2346	99331	6475
2347	99369	6432
2348	99416	6390
2349	99459	6348
2350	99498	6305
2351	99537	6263
2352	99577	6220
2353	99613	6178
2354	99668	6136
2355	99715	6094
2356	99752	6051
2357	99789	6009
2358	99824	5966
2359	99861	5923
2360	99916	5882
2361	99954	5839
2362	99989	5797
2363	100026	5754
2364	100063	5711
2365	100095	5668
2366	100134	5626
2367	100183	5584
2368	100222	5542
2369	100262	5499
2370	100295	5456
2371	100330	5414
2372	100380	5372
2373	100423	5329
2374	100460	5287
2375	100495	5244
2376	100530	5202
2377	100568	5159
2378	100622	5117
2379	100664	5075
2380	100702	5033
2381	100742	4990
2382	100785	4948
2383	100827	4906
2384	100878	4864
2385	100925	4822
2386	100968	4779
2387	101002	4737
2388	101044	4694
2389	101081	4652
2390	101125	4610
2391	101170	4567
2392	101206	4525
2393	101241	4482
2394	101274	4440
2395	101324	4398
2396	101366	4355
2397	101404	4313
2398	101446	4270
2399	101485	4228
2400	101530	4186
2401	101588	4144
2402	101630	4102
2403	101669	4060
2404	101710	4017
2405	101755	3975
2406	101802	3933
2407	101838	3890
2408	101882	3848
2409	101924	3806
2410	101958	3763
2411	102009	3721
2412	102054	3679
2413	102093	3637
2414	102130	3594
2415	102168	3552
2416	102206	3509
2417	102258	3467
2418	102300	3425
2419	102337	3383
2420	102371	3340
2421	102414	3298
2422	102449	3255
2423	102501	3213
2424	102536	3171
2425	102574	3128
2426	102611	3086
2427	102647	3043
2428	102685	3001
2429	102723	2959
2430	102770	2916
2431	102809	2874
2432	102847	2832
2433	102883	2789
2434	102925	2747
2435	102979	2705
2436	103024	2663
2437	103063	2620
2438	103099	2578
2439	103136	2536
2440	103175	2493
2441	103229	2451
2442	103270	2409
2443	103310	2367
2444	103349	2324
2445	103386	2282
2446	103422	2240
2447	103477	2198
2448	103520	2155
2449	103556	2113
2450	103593	2071
2451	103630	2028
2452	103668	1986
2453	103720	1944
2454	103760	1901
2455	103799	1859
2456	103836	1817
2457	103870	1774
2458	103904	1732
2459	103949	1690
2460	103990	1647
2461	104027	1605
2462	104063	1563
2463	104099	1520
2464	104136	1478
2465	104185	1436
2466	104222	1394
2467	104263	1351
2468	104297	1309
2469	104337	1267
2470	104377	1224
2471	104428	1182
2472	104472	1140
2473	104509	1098
2474	104548	1056
2475	104586	1013
2476	104626	971
2477	104671	929
2478	104707	886
2479	104744	844
2480	104784	802
2481	104820	760
2482	104874	718
2483	104912	675
2484	104949	633
2485	104987	591
2486	105024	548
2487	105062	506
2488	105107	464
2489	105148	422
2490	105184	380
2491	105220	337
2492	105261	295
2493	105300	253
2494	105354	211
2495	105397	168
2496	105440	126
2497	105489	84
2498	105535	42
2499	105591	0
